Name;Age;Points;Date;Rank;Birth_date;Turned_Pro;Weight;Height;Nationality;Birth_Country;Birth_City;Backhand;Strong_Hand
Robby Ginepri;22;1240;2005-09-26;21;1982-10-07;2001;79;183;Etats-Unis;FL;Fort Lauderdale;Two_Handed;Right_Handed
Taylor Dent;24;1230;2005-09-26;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Feliciano Lopez;24;1220;2005-09-26;23;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Mario Ancic;21;1205;2005-09-26;24;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Jiri Novak;30;1190;2005-09-26;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1155;2005-09-26;26;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Max Mirnyi;28;1125;2005-09-26;27;1977-07-06;1994;93;196;Russie;Belarus;Minsk;One_Handed;Right_Handed
Tim Henman;31;1100;2005-09-26;28;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Greg Rusedski;32;1043;2005-09-26;29;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Guillermo Canas;27;1030;2005-09-26;30;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Roger Federer;24;6975;2005-09-19;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4475;2005-09-19;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;23;3125;2005-09-19;3;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3085;2005-09-19;4;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Lleyton Hewitt;24;3085;2005-09-19;5;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Andre Agassi;35;2640;2005-09-19;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2175;2005-09-19;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Coria;23;2110;2005-09-19;8;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
David Nalbandian;23;1915;2005-09-19;9;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Mariano Puerta;27;1727;2005-09-19;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1725;2005-09-19;11;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Richard Gasquet;19;1615;2005-09-19;12;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
David Ferrer;23;1490;2005-09-19;13;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Thomas Johansson;30;1455;2005-09-19;14;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Ivan Ljubicic;26;1430;2005-09-19;15;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Radek Stepanek;26;1420;2005-09-19;16;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Tommy Robredo;23;1350;2005-09-19;17;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Fernando Gonzalez;25;1325;2005-09-19;18;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Dominik Hrbaty;27;1276;2005-09-19;19;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Juan Carlos Ferrero;25;1275;2005-09-19;20;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Robby Ginepri;22;1240;2005-09-19;21;1982-10-07;2001;79;183;Etats-Unis;FL;Fort Lauderdale;Two_Handed;Right_Handed
Taylor Dent;24;1230;2005-09-19;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Feliciano Lopez;23;1220;2005-09-19;23;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Mario Ancic;21;1205;2005-09-19;24;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Jiri Novak;30;1190;2005-09-19;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1155;2005-09-19;26;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Max Mirnyi;28;1125;2005-09-19;27;1977-07-06;1994;93;196;Russie;Belarus;Minsk;One_Handed;Right_Handed
Tim Henman;31;1100;2005-09-19;28;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Greg Rusedski;32;1043;2005-09-19;29;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Guillermo Canas;27;1030;2005-09-19;30;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Roger Federer;24;6975;2005-09-12;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4360;2005-09-12;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Marat Safin;25;3255;2005-09-12;3;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andy Roddick;23;3125;2005-09-12;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Lleyton Hewitt;24;3085;2005-09-12;5;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Andre Agassi;35;2640;2005-09-12;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2175;2005-09-12;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Guillermo Coria;23;2015;2005-09-12;8;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
David Nalbandian;23;1915;2005-09-12;9;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Mariano Puerta;26;1737;2005-09-12;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Gaston Gaudio;26;1725;2005-09-12;11;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Richard Gasquet;19;1634;2005-09-12;12;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
David Ferrer;23;1490;2005-09-12;13;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Ivan Ljubicic;26;1430;2005-09-12;14;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Thomas Johansson;30;1420;2005-09-12;15;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Radek Stepanek;26;1420;2005-09-12;16;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Tommy Robredo;23;1350;2005-09-12;17;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Fernando Gonzalez;25;1325;2005-09-12;18;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Dominik Hrbaty;27;1291;2005-09-12;19;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Mario Ancic;21;1260;2005-09-12;20;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Robby Ginepri;22;1240;2005-09-12;21;1982-10-07;2001;79;183;Etats-Unis;FL;Fort Lauderdale;Two_Handed;Right_Handed
Taylor Dent;24;1230;2005-09-12;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Juan Carlos Ferrero;25;1225;2005-09-12;23;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Mikhail Youzhny;23;1220;2005-09-12;24;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Feliciano Lopez;23;1220;2005-09-12;25;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Jiri Novak;30;1190;2005-09-12;26;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Max Mirnyi;28;1125;2005-09-12;27;1977-07-06;1994;93;196;Russie;Belarus;Minsk;One_Handed;Right_Handed
Tim Henman;31;1100;2005-09-12;28;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Greg Rusedski;32;1063;2005-09-12;29;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Guillermo Canas;27;1030;2005-09-12;30;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Roger Federer;24;6975;2005-09-05;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4320;2005-09-05;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;23;3370;2005-09-05;3;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Lleyton Hewitt;24;3335;2005-09-05;4;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Marat Safin;25;3260;2005-09-05;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Nikolay Davydenko;24;2215;2005-09-05;6;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Andre Agassi;35;2190;2005-09-05;7;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Guillermo Coria;23;1765;2005-09-05;8;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Gaston Gaudio;26;1755;2005-09-05;9;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Mariano Puerta;26;1717;2005-09-05;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1700;2005-09-05;11;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1545;2005-09-05;12;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Richard Gasquet;19;1489;2005-09-05;13;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Thomas Johansson;30;1460;2005-09-05;14;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
David Ferrer;23;1420;2005-09-05;15;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Joachim Johansson;23;1415;2005-09-05;16;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Dominik Hrbaty;27;1391;2005-09-05;17;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Radek Stepanek;26;1390;2005-09-05;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Ivan Ljubicic;26;1360;2005-09-05;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Tommy Robredo;23;1350;2005-09-05;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Feliciano Lopez;23;1260;2005-09-05;21;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Juan Carlos Ferrero;25;1255;2005-09-05;22;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Fernando Gonzalez;25;1255;2005-09-05;23;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Mario Ancic;21;1230;2005-09-05;24;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Jiri Novak;30;1230;2005-09-05;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1220;2005-09-05;26;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Taylor Dent;24;1190;2005-09-05;27;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Guillermo Canas;27;1105;2005-09-05;28;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Olivier Rochus;24;1100;2005-09-05;29;1981-01-18;1999;65;168;Belgique;Belgium;Namur;One_Handed;Right_Handed
Greg Rusedski;31;1063;2005-09-05;30;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Roger Federer;24;6975;2005-08-29;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4320;2005-08-29;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Andy Roddick;22;3370;2005-08-29;3;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Lleyton Hewitt;24;3335;2005-08-29;4;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Marat Safin;25;3260;2005-08-29;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Nikolay Davydenko;24;2215;2005-08-29;6;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Andre Agassi;35;2190;2005-08-29;7;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Guillermo Coria;23;1765;2005-08-29;8;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Gaston Gaudio;26;1755;2005-08-29;9;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Mariano Puerta;26;1717;2005-08-29;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1700;2005-08-29;11;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1545;2005-08-29;12;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Richard Gasquet;19;1489;2005-08-29;13;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Thomas Johansson;30;1460;2005-08-29;14;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
David Ferrer;23;1420;2005-08-29;15;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Joachim Johansson;23;1415;2005-08-29;16;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Dominik Hrbaty;27;1391;2005-08-29;17;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Radek Stepanek;26;1390;2005-08-29;18;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Ivan Ljubicic;26;1360;2005-08-29;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Tommy Robredo;23;1350;2005-08-29;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Feliciano Lopez;23;1260;2005-08-29;21;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Juan Carlos Ferrero;25;1255;2005-08-29;22;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Fernando Gonzalez;25;1255;2005-08-29;23;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Mario Ancic;21;1230;2005-08-29;24;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Jiri Novak;30;1230;2005-08-29;25;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1220;2005-08-29;26;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Taylor Dent;24;1190;2005-08-29;27;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Guillermo Canas;27;1105;2005-08-29;28;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Olivier Rochus;24;1100;2005-08-29;29;1981-01-18;1999;65;168;Belgique;Belgium;Namur;One_Handed;Right_Handed
Greg Rusedski;31;1063;2005-08-29;30;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Roger Federer;24;6975;2005-08-22;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4320;2005-08-22;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Lleyton Hewitt;24;3510;2005-08-22;3;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Andy Roddick;22;3370;2005-08-22;4;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Marat Safin;25;3260;2005-08-22;5;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Nikolay Davydenko;24;2215;2005-08-22;6;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Andre Agassi;35;2190;2005-08-22;7;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Guillermo Coria;23;1765;2005-08-22;8;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Gaston Gaudio;26;1755;2005-08-22;9;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Mariano Puerta;26;1717;2005-08-22;10;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1700;2005-08-22;11;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1545;2005-08-22;12;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Richard Gasquet;19;1489;2005-08-22;13;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Thomas Johansson;30;1460;2005-08-22;14;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Joachim Johansson;23;1415;2005-08-22;15;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Dominik Hrbaty;27;1391;2005-08-22;16;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Radek Stepanek;26;1390;2005-08-22;17;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
David Ferrer;23;1370;2005-08-22;18;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Ivan Ljubicic;26;1360;2005-08-22;19;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Tommy Robredo;23;1325;2005-08-22;20;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Juan Carlos Ferrero;25;1255;2005-08-22;21;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Fernando Gonzalez;25;1255;2005-08-22;22;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
Mario Ancic;21;1230;2005-08-22;23;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Jiri Novak;30;1230;2005-08-22;24;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Mikhail Youzhny;23;1220;2005-08-22;25;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Taylor Dent;24;1190;2005-08-22;26;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Feliciano Lopez;23;1170;2005-08-22;27;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Guillermo Canas;27;1105;2005-08-22;28;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Olivier Rochus;24;1100;2005-08-22;29;1981-01-18;1999;65;168;Belgique;Belgium;Namur;One_Handed;Right_Handed
Greg Rusedski;31;1063;2005-08-22;30;1973-09-06;1991;91;193;Angleterre;Quebec;Montreal;One_Handed;Left_Handed
Roger Federer;24;6500;2005-08-15;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4355;2005-08-15;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Lleyton Hewitt;24;3460;2005-08-15;3;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Marat Safin;25;3160;2005-08-15;4;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andy Roddick;22;3130;2005-08-15;5;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Andre Agassi;35;2265;2005-08-15;6;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Nikolay Davydenko;24;2150;2005-08-15;7;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Gaston Gaudio;26;1925;2005-08-15;8;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Mariano Puerta;26;1762;2005-08-15;9;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
Guillermo Coria;23;1745;2005-08-15;10;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
David Nalbandian;23;1680;2005-08-15;11;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1515;2005-08-15;12;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Thomas Johansson;30;1480;2005-08-15;13;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Joachim Johansson;23;1465;2005-08-15;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Richard Gasquet;19;1459;2005-08-15;15;1986-06-18;2002;79;183;France;France;Beziers;One_Handed;Right_Handed
Radek Stepanek;26;1415;2005-08-15;16;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
Ivan Ljubicic;26;1415;2005-08-15;17;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Fernando Gonzalez;25;1385;2005-08-15;18;1980-07-29;1999;82;183;Chilie;Chile;Santiago;One_Handed;Right_Handed
David Ferrer;23;1375;2005-08-15;19;1982-04-02;2000;73;175;Espagne;Spain;Javea;Two_Handed;Right_Handed
Dominik Hrbaty;27;1341;2005-08-15;20;1978-01-04;1996;80;180;Slovaquie;Slovakia;Bratislava;Two_Handed;Right_Handed
Tommy Robredo;23;1340;2005-08-15;21;1982-05-01;1998;75;180;Espagne;Spain;Hostalric;One_Handed;Right_Handed
Taylor Dent;24;1340;2005-08-15;22;1981-04-24;1998;88;188;Etats-Unis;CA;Newport Beach;One_Handed;Right_Handed
Jiri Novak;30;1285;2005-08-15;23;1975-03-22;1993;86;191;R<e9>publique tch<e8>que;Czech Republic;Zlin;Two_Handed;Right_Handed
Juan Carlos Ferrero;25;1245;2005-08-15;24;1980-02-12;1998;73;183;Espagne;Spain;Onteniente;Two_Handed;Right_Handed
Feliciano Lopez;23;1215;2005-08-15;25;1981-09-20;1997;88;188;Espagne;Spain;Toledo;One_Handed;Left_Handed
Mikhail Youzhny;23;1195;2005-08-15;26;1982-06-25;1999;73;183;Russie;Russia;Moscow;One_Handed;Right_Handed
Mario Ancic;21;1175;2005-08-15;27;1984-03-30;2001;82;196;Croatie;Croatia;Split;Two_Handed;Right_Handed
Tommy Haas;27;1125;2005-08-15;28;1978-04-03;1996;84;188;Allemagne;Germany;Hamburg;One_Handed;Right_Handed
Guillermo Canas;27;1105;2005-08-15;29;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Max Mirnyi;28;1100;2005-08-15;30;1977-07-06;1994;93;196;Russie;Belarus;Minsk;One_Handed;Right_Handed
Roger Federer;24;6500;2005-08-08;1;1981-08-08;1998;85;185;Suisse;Switzerland;Basel;One_Handed;Right_Handed
Rafael Nadal;19;4030;2005-08-08;2;1986-06-03;2001;85;185;Espagne;Mallorca;Manacor;Two_Handed;Left_Handed
Lleyton Hewitt;24;3455;2005-08-08;3;1981-02-24;1998;77;178;Australie;Australia;Adelaide;Two_Handed;Right_Handed
Marat Safin;25;3175;2005-08-08;4;1980-01-27;1997;88;193;Russie;Russia;Moscow;Two_Handed;Right_Handed
Andy Roddick;22;3175;2005-08-08;5;1982-08-30;2000;88;188;Etats-Unis;Nebraska;Omaha;Two_Handed;Right_Handed
Nikolay Davydenko;24;2115;2005-08-08;6;1981-06-02;1999;72;178;Russie;Ukraine;Severodonezk;Two_Handed;Right_Handed
Andre Agassi;35;1915;2005-08-08;7;1970-04-29;1986;80;180;Etats-Unis;Nevada;Las Vegas;Two_Handed;Right_Handed
Gaston Gaudio;26;1875;2005-08-08;8;1978-12-09;1996;70;175;Argentine;Argentina;Buenos Aires;One_Handed;Right_Handed
Guillermo Coria;23;1745;2005-08-08;9;1982-01-13;2000;69;175;Argentine;Argentina;Rufino;Two_Handed;Right_Handed
Guillermo Canas;27;1665;2005-08-08;10;1977-11-25;1995;86;185;Argentine;Argentina;Buenos Aires;Two_Handed;Right_Handed
Mariano Puerta;26;1652;2005-08-08;11;1978-09-19;1998;78;180;Argentine;ARG;San Francisco (Cordoba);One_Handed;Left_Handed
David Nalbandian;23;1650;2005-08-08;12;1982-01-01;2000;79;180;Argentine;Argentina;Cordoba;Two_Handed;Right_Handed
Tim Henman;30;1510;2005-08-08;13;1974-09-06;1993;77;185;Angleterre;England;Oxford;One_Handed;Right_Handed
Joachim Johansson;23;1505;2005-08-08;14;1982-07-01;2000;90;198;Suede;Sweden;Lund;One_Handed;Right_Handed
Thomas Johansson;30;1470;2005-08-08;15;1975-03-24;1994;80;180;Suede;Sweden;Linkoping;Two_Handed;Right_Handed
Ivan Ljubicic;26;1470;2005-08-08;16;1979-03-19;1998;92;193;Croatie;Bosnia-Herzegovina;Banja Luka;One_Handed;Right_Handed
Radek Stepanek;26;1435;2005-08-08;17;1978-11-27;1996;76;185;R<e9>publique tch<e8>que;Czech Republic;Karvina;Two_Handed;Right_Handed
